student_id,week,attendance,grade,behavior_text,age,gender,scholarship,debt,tuition_up_to_date,courses_enrolled,courses_passed,dropout_label
STU0250,5,99.8,68.9,Standard participation,20,0,0,0,1,4,4,0
STU0250,6,98.1,67.8,Quiet in class,20,0,0,0,1,4,4,0
STU0250,7,97.0,69.1,Average performance,20,0,0,0,1,4,4,0
STU0250,8,98.2,67.3,Regular attendance,20,0,0,0,1,4,4,0
STU0250,9,99.9,69.0,On-time submission with minor errors,20,0,0,0,1,4,4,0
STU0250,10,100.0,69.6,On-time submission with minor errors,20,0,0,0,1,4,4,0
STU0250,11,100.0,68.0,Standard participation,20,0,0,0,1,4,4,0
STU0250,12,98.4,68.6,Satisfactory attendance record,20,0,0,0,1,4,4,0
STU0250,13,98.5,68.9,Standard participation,20,0,0,0,1,4,4,0
STU0250,14,98.6,69.9,Attended but disengaged,20,0,0,0,1,4,4,0
STU0250,15,97.4,69.2,Followed instructions,20,0,0,0,1,4,4,0
STU0251,1,72.9,80.7,Met the basic requirements,22,1,0,0,1,7,6,0
STU0251,2,73.9,81.5,Standard participation,22,1,0,0,1,7,6,0
STU0251,3,75.3,80.2,Submitted assignment,22,1,0,0,1,7,6,0
STU0251,4,74.5,80.6,Satisfactory attendance record,22,1,0,0,1,7,6,0
STU0251,5,74.8,79.3,Present but passive,22,1,0,0,1,7,6,0
STU0251,6,75.7,79.4,Regular attendance,22,1,0,0,1,7,6,0
STU0251,7,77.6,78.9,Present but passive,22,1,0,0,1,7,6,0
STU0251,8,79.5,77.1,Adequate performance noted,22,1,0,0,1,7,6,0
STU0251,9,80.2,76.9,Standard participation,22,1,0,0,1,7,6,0
STU0251,10,80.3,75.6,Present but passive,22,1,0,0,1,7,6,0
STU0251,11,81.0,73.8,Average performance,22,1,0,0,1,7,6,0
STU0251,12,79.4,75.6,Satisfactory attendance record,22,1,0,0,1,7,6,0
STU0251,13,78.3,74.9,Moderate effort observed,22,1,0,0,1,7,6,0
STU0251,14,77.1,73.7,Attended but disengaged,22,1,0,0,1,7,6,0
STU0251,15,77.6,71.9,No significant changes,22,1,0,0,1,7,6,0
STU0252,1,75.3,62.9,Quiet in class,19,1,0,1,1,5,1,1
STU0252,2,72.3,60.4,Met the basic requirements,19,1,0,1,1,5,1,1
STU0252,3,67.9,58.7,Completed the quiz,19,1,0,1,1,5,1,1
STU0252,4,64.3,55.1,Met the basic requirements,19,1,0,1,1,5,1,1
STU0252,5,63.3,51.6,Moderate effort observed,19,1,0,1,1,5,1,1
STU0252,6,58.7,49.9,Absent without leave,19,1,0,1,1,5,1,1
STU0252,7,56.7,48.3,Did not pay attention,19,1,0,1,1,5,1,1
STU0252,8,52.5,47.5,No homework submitted,19,1,0,1,1,5,1,1
STU0252,9,50.0,45.1,Missed multiple deadlines,19,1,0,1,1,5,1,1
STU0252,10,46.6,45.0,No homework submitted,19,1,0,1,1,5,1,1
STU0252,11,44.3,42.3,Failed the weekly quiz,19,1,0,1,1,5,1,1
STU0252,12,44.0,41.9,Disruptive behavior in class,19,1,0,1,1,5,1,1
STU0252,13,39.4,39.9,Disruptive behavior in class,19,1,0,1,1,5,1,1
STU0252,14,36.8,39.2,Frequently late to class,19,1,0,1,1,5,1,1
STU0252,15,35.5,36.5,Showed signs of academic distress,19,1,0,1,1,5,1,1
STU0253,1,93.1,91.5,Showed great improvement,22,1,1,0,1,4,4,0
STU0253,2,93.2,89.7,Consistent performance,22,1,1,0,1,4,4,0
STU0253,3,91.6,88.6,Outstanding project submission,22,1,1,0,1,4,4,0
STU0253,4,91.2,86.9,Strong problem-solving ability,22,1,1,0,1,4,4,0
STU0253,5,92.4,85.9,Completed extra credit work,22,1,1,0,1,4,4,0
STU0253,6,91.9,86.8,Consistent performance,22,1,1,0,1,4,4,0
STU0253,7,92.3,85.0,Showed initiative in learning,22,1,1,0,1,4,4,0
STU0253,8,92.3,86.9,Engaged in group discussions,22,1,1,0,1,4,4,0
STU0253,9,91.2,86.2,Completed extra credit work,22,1,1,0,1,4,4,0
STU0253,10,89.2,84.8,Outstanding project submission,22,1,1,0,1,4,4,0
STU0253,11,91.0,86.5,Perfect attendance this week,22,1,1,0,1,4,4,0
STU0253,12,90.9,88.1,Active participation in class,22,1,1,0,1,4,4,0
STU0253,13,90.4,86.7,Asked insightful questions,22,1,1,0,1,4,4,0
STU0253,14,90.4,85.6,Excellent presentation skills,22,1,1,0,1,4,4,0
STU0253,15,89.2,86.2,Consistent performance,22,1,1,0,1,4,4,0
STU0254,1,61.6,40.6,Absent without leave,25,0,1,0,0,4,1,1
STU0254,2,58.5,40.0,Showed signs of academic distress,25,0,1,0,0,4,1,1
STU0254,3,56.9,39.8,Showed signs of academic distress,25,0,1,0,0,4,1,1
STU0254,4,56.3,38.9,Rude to classmates,25,0,1,0,0,4,1,1
STU0254,5,56.3,38.6,Rude to classmates,25,0,1,0,0,4,1,1
STU0254,6,52.5,38.1,Failed the weekly quiz,25,0,1,0,0,4,1,1
STU0254,7,48.7,38.0,Struggling with concepts,25,0,1,0,0,4,1,1
STU0254,8,48.3,35.4,Showed signs of academic distress,25,0,1,0,0,4,1,1
STU0254,9,45.9,33.1,Rude to classmates,25,0,1,0,0,4,1,1
STU0254,10,44.5,30.7,Incomplete homework,25,0,1,0,0,4,1,1
STU0254,11,40.0,29.7,Incomplete homework,25,0,1,0,0,4,1,1
STU0254,12,36.9,28.3,Missed multiple deadlines,25,0,1,0,0,4,1,1
STU0254,13,34.6,24.7,Disruptive behavior in class,25,0,1,0,0,4,1,1
STU0254,14,32.3,21.1,Failed the weekly quiz,25,0,1,0,0,4,1,1
STU0254,15,31.6,18.6,Disruptive behavior in class,25,0,1,0,0,4,1,1
STU0255,1,63.1,79.3,Quiet in class,24,1,0,0,1,6,5,0
STU0255,2,64.5,78.7,No significant changes,24,1,0,0,1,6,5,0
STU0255,3,64.2,78.3,Moderate effort observed,24,1,0,0,1,6,5,0
STU0255,4,64.0,80.2,Followed instructions,24,1,0,0,1,6,5,0
STU0255,5,63.4,79.5,No significant changes,24,1,0,0,1,6,5,0
STU0255,6,61.9,79.6,Average performance,24,1,0,0,1,6,5,0
STU0255,7,60.8,78.3,Average performance,24,1,0,0,1,6,5,0
STU0255,8,62.6,79.3,On-time submission with minor errors,24,1,0,0,1,6,5,0
STU0255,9,63.1,80.9,Standard participation,24,1,0,0,1,6,5,0
STU0255,10,64.5,82.0,Present but passive,24,1,0,0,1,6,5,0
STU0255,11,65.1,80.9,Quiet in class,24,1,0,0,1,6,5,0
STU0255,12,65.0,81.1,Followed instructions,24,1,0,0,1,6,5,0
STU0255,13,64.2,82.4,On-time submission with minor errors,24,1,0,0,1,6,5,0
STU0255,14,65.7,82.0,Average performance,24,1,0,0,1,6,5,0
STU0255,15,64.5,82.2,Quiet in class,24,1,0,0,1,6,5,0
STU0256,1,99.9,85.7,Engaged in group discussions,24,0,0,0,1,5,5,0
STU0256,2,98.7,85.4,Consistent performance,24,0,0,0,1,5,5,0
STU0256,3,97.7,86.3,Engaged in group discussions,24,0,0,0,1,5,5,0
STU0256,4,99.4,85.6,Showed initiative in learning,24,0,0,0,1,5,5,0
STU0256,5,100.0,85.7,Excellent presentation skills,24,0,0,0,1,5,5,0
STU0256,6,100.0,86.4,Engaged in group discussions,24,0,0,0,1,5,5,0
STU0256,7,98.3,84.5,Showed initiative in learning,24,0,0,0,1,5,5,0
STU0256,8,99.7,82.7,Outstanding project submission,24,0,0,0,1,5,5,0
STU0256,9,98.1,84.4,Perfect attendance this week,24,0,0,0,1,5,5,0
STU0256,10,96.9,83.0,Helped peers with coursework,24,0,0,0,1,5,5,0
STU0256,11,96.1,81.3,Completed extra credit work,24,0,0,0,1,5,5,0
STU0256,12,97.7,81.6,Outstanding project submission,24,0,0,0,1,5,5,0
STU0256,13,97.5,81.0,Showed great improvement,24,0,0,0,1,5,5,0
STU0256,14,96.7,79.4,Standard participation,24,0,0,0,1,5,5,0
STU0256,15,95.3,80.9,Showed great improvement,24,0,0,0,1,5,5,0
STU0257,1,98.8,85.9,Showed great improvement,24,0,0,0,1,6,5,0
STU0257,2,100.0,85.8,Consistent performance,24,0,0,0,1,6,5,0
STU0257,3,98.7,83.9,Strong problem-solving ability,24,0,0,0,1,6,5,0
STU0257,4,100.0,83.4,Consistent performance,24,0,0,0,1,6,5,0
STU0257,5,100.0,82.1,Showed initiative in learning,24,0,0,0,1,6,5,0
STU0257,6,98.1,82.1,Excellent presentation skills,24,0,0,0,1,6,5,0
STU0257,7,98.3,83.6,Submitted assignment on time,24,0,0,0,1,6,5,0
STU0257,8,99.9,81.9,Showed great improvement,24,0,0,0,1,6,5,0
STU0257,9,100.0,82.6,Showed initiative in learning,24,0,0,0,1,6,5,0
STU0257,10,98.6,84.6,Engaged in group discussions,24,0,0,0,1,6,5,0
STU0257,11,100.0,83.3,Excellent presentation skills,24,0,0,0,1,6,5,0
STU0257,12,99.3,84.2,Engaged in group discussions,24,0,0,0,1,6,5,0
STU0257,13,97.6,84.6,Engaged in group discussions,24,0,0,0,1,6,5,0
STU0257,14,97.6,85.1,Completed extra credit work,24,0,0,0,1,6,5,0
STU0257,15,97.3,83.8,Outstanding project submission,24,0,0,0,1,6,5,0
STU0258,1,49.2,65.9,Missed multiple deadlines,22,0,0,0,0,4,2,1
STU0258,2,46.9,65.5,Struggling with concepts,22,0,0,0,0,4,2,1
STU0258,3,46.7,62.1,Showed signs of academic distress,22,0,0,0,0,4,2,1
STU0258,4,43.6,59.1,Absent without leave,22,0,0,0,0,4,2,1
STU0258,5,42.1,58.3,Incomplete homework,22,0,0,0,0,4,2,1
STU0258,6,40.2,58.2,Missed multiple deadlines,22,0,0,0,0,4,2,1
STU0258,7,38.8,56.7,Sleeping in class,22,0,0,0,0,4,2,1
STU0258,8,34.8,53.3,No homework submitted,22,0,0,0,0,4,2,1
STU0258,9,32.7,50.4,Disruptive behavior in class,22,0,0,0,0,4,2,1
STU0258,10,28.0,47.6,Struggling with concepts,22,0,0,0,0,4,2,1
STU0258,11,27.0,46.4,Late submission of assignment,22,0,0,0,0,4,2,1
STU0258,12,22.4,42.8,Late submission of assignment,22,0,0,0,0,4,2,1
STU0258,13,18.4,39.1,Declined to participate in activities,22,0,0,0,0,4,2,1
STU0258,14,15.9,38.6,No homework submitted,22,0,0,0,0,4,2,1
STU0258,15,15.2,35.6,Failed the weekly quiz,22,0,0,0,0,4,2,1
STU0259,1,64.4,59.2,Completed the quiz,23,0,0,0,1,3,0,1
STU0259,2,61.2,55.7,Followed instructions,23,0,0,0,1,3,0,1
STU0259,3,58.1,54.4,Attended but disengaged,23,0,0,0,1,3,0,1
STU0259,4,57.6,53.9,Moderate effort observed,23,0,0,0,1,3,0,1
STU0259,5,56.9,50.2,Satisfactory attendance record,23,0,0,0,1,3,0,1
STU0259,6,56.5,49.8,Late submission of assignment,23,0,0,0,1,3,0,1
STU0259,7,56.4,46.7,Failed the weekly quiz,23,0,0,0,1,3,0,1
STU0259,8,55.4,43.8,Rude to classmates,23,0,0,0,1,3,0,1
STU0259,9,53.8,41.7,Incomplete homework,23,0,0,0,1,3,0,1
STU0259,10,49.7,38.9,Incomplete homework,23,0,0,0,1,3,0,1
STU0259,11,46.7,38.1,Did not pay attention,23,0,0,0,1,3,0,1
STU0259,12,43.0,35.7,Declined to participate in activities,23,0,0,0,1,3,0,1
STU0259,13,42.7,35.0,Absent without leave,23,0,0,0,1,3,0,1
STU0259,14,42.3,31.1,Did not pay attention,23,0,0,0,1,3,0,1
STU0259,15,41.6,28.9,Failed the weekly quiz,23,0,0,0,1,3,0,1
STU0260,1,85.4,81.9,Demonstrated strong leadership,19,0,1,0,0,5,5,0
STU0260,2,84.4,81.3,Helped peers with coursework,19,0,1,0,0,5,5,0
STU0260,3,84.6,81.9,Excellent presentation skills,19,0,1,0,0,5,5,0
STU0260,4,83.6,82.9,Submitted assignment on time,19,0,1,0,0,5,5,0
STU0260,5,81.8,82.9,Showed initiative in learning,19,0,1,0,0,5,5,0
STU0260,6,82.7,83.4,Outstanding project submission,19,0,1,0,0,5,5,0
STU0260,7,82.5,84.1,Showed initiative in learning,19,0,1,0,0,5,5,0
STU0260,8,83.3,82.1,Strong problem-solving ability,19,0,1,0,0,5,5,0
STU0260,9,84.0,81.4,Engaged in group discussions,19,0,1,0,0,5,5,0
STU0260,10,85.7,80.8,Excellent presentation skills,19,0,1,0,0,5,5,0
STU0260,11,86.1,82.7,Completed extra credit work,19,0,1,0,0,5,5,0
STU0260,12,85.2,84.0,Consistent performance,19,0,1,0,0,5,5,0
STU0260,13,84.6,85.3,Perfect attendance this week,19,0,1,0,0,5,5,0
STU0260,14,84.6,86.3,Perfect attendance this week,19,0,1,0,0,5,5,0
STU0260,15,84.8,87.3,Helped peers with coursework,19,0,1,0,0,5,5,0
STU0261,1,95.7,78.5,Regular attendance,18,1,0,1,1,7,7,0
STU0261,2,97.2,79.6,No significant changes,18,1,0,1,1,7,7,0
STU0261,3,99.2,80.2,Demonstrated strong leadership,18,1,0,1,1,7,7,0
STU0261,4,98.6,79.9,Adequate performance noted,18,1,0,1,1,7,7,0
STU0261,5,99.3,78.6,Completed the quiz,18,1,0,1,1,7,7,0
STU0261,6,100.0,77.5,Regular attendance,18,1,0,1,1,7,7,0
STU0261,7,99.6,76.1,Present but passive,18,1,0,1,1,7,7,0
STU0261,8,98.4,76.0,Quiet in class,18,1,0,1,1,7,7,0
STU0261,9,97.6,77.9,Standard participation,18,1,0,1,1,7,7,0
STU0261,10,96.7,76.6,Completed the quiz,18,1,0,1,1,7,7,0
STU0261,11,97.6,76.4,Adequate performance noted,18,1,0,1,1,7,7,0
STU0261,12,96.2,78.2,Regular attendance,18,1,0,1,1,7,7,0
STU0261,13,95.6,76.7,Present but passive,18,1,0,1,1,7,7,0
STU0261,14,96.5,77.1,Quiet in class,18,1,0,1,1,7,7,0
STU0261,15,95.4,78.9,On-time submission with minor errors,18,1,0,1,1,7,7,0
STU0262,1,55.8,32.0,No homework submitted,25,0,1,0,0,5,4,1
STU0262,2,52.3,31.5,Needs improvement in discipline,25,0,1,0,0,5,4,1
STU0262,3,47.5,31.2,Incomplete homework,25,0,1,0,0,5,4,1
STU0262,4,45.6,30.2,Sleeping in class,25,0,1,0,0,5,4,1
STU0262,5,42.2,26.6,Showed signs of academic distress,25,0,1,0,0,5,4,1
STU0262,6,40.6,22.9,Incomplete homework,25,0,1,0,0,5,4,1
STU0262,7,36.7,20.7,Needs improvement in discipline,25,0,1,0,0,5,4,1
STU0262,8,32.7,17.9,Showed signs of academic distress,25,0,1,0,0,5,4,1
STU0262,9,32.1,16.6,Missed multiple deadlines,25,0,1,0,0,5,4,1
STU0262,10,29.2,13.0,Frequently late to class,25,0,1,0,0,5,4,1
STU0262,11,26.2,12.0,Declined to participate in activities,25,0,1,0,0,5,4,1
STU0262,12,25.0,9.8,Showed signs of academic distress,25,0,1,0,0,5,4,1
STU0262,13,24.9,7.7,Late submission of assignment,25,0,1,0,0,5,4,1
STU0262,14,23.0,7.1,Sleeping in class,25,0,1,0,0,5,4,1
STU0262,15,22.6,5.2,Needs improvement in discipline,25,0,1,0,0,5,4,1
STU0263,1,73.4,86.3,Present but passive,22,0,0,0,1,6,5,0
STU0263,2,74.7,86.3,Quiet in class,22,0,0,0,1,6,5,0
STU0263,3,75.9,88.1,Followed instructions,22,0,0,0,1,6,5,0
STU0263,4,77.8,88.5,Standard participation,22,0,0,0,1,6,5,0
STU0263,5,76.6,89.8,Average performance,22,0,0,0,1,6,5,0
STU0263,6,78.5,90.2,Submitted assignment,22,0,0,0,1,6,5,0
STU0263,7,77.6,88.4,Satisfactory attendance record,22,0,0,0,1,6,5,0
STU0263,8,76.4,89.6,Met the basic requirements,22,0,0,0,1,6,5,0
STU0263,9,75.4,89.1,Moderate effort observed,22,0,0,0,1,6,5,0
STU0263,10,76.7,87.1,Met the basic requirements,22,0,0,0,1,6,5,0
STU0263,11,75.5,86.3,Regular attendance,22,0,0,0,1,6,5,0
STU0263,12,76.1,87.4,Submitted assignment,22,0,0,0,1,6,5,0
STU0263,13,75.6,88.5,Quiet in class,22,0,0,0,1,6,5,0
STU0263,14,75.4,88.0,Quiet in class,22,0,0,0,1,6,5,0
STU0263,15,75.7,89.0,Submitted assignment,22,0,0,0,1,6,5,0
STU0264,1,98.5,68.2,Present but passive,25,1,1,0,1,5,5,0
STU0264,2,99.8,67.7,Regular attendance,25,1,1,0,1,5,5,0
STU0264,3,100.0,68.3,No significant changes,25,1,1,0,1,5,5,0
STU0264,4,98.7,68.7,On-time submission with minor errors,25,1,1,0,1,5,5,0
STU0264,5,96.9,67.9,Completed the quiz,25,1,1,0,1,5,5,0
STU0264,6,97.9,66.0,Standard participation,25,1,1,0,1,5,5,0
STU0264,7,96.1,66.9,Quiet in class,25,1,1,0,1,5,5,0
STU0264,8,96.1,68.6,Quiet in class,25,1,1,0,1,5,5,0
STU0264,9,94.7,68.7,Moderate effort observed,25,1,1,0,1,5,5,0
STU0264,10,93.6,69.7,Present but passive,25,1,1,0,1,5,5,0
STU0264,11,93.0,69.4,On-time submission with minor errors,25,1,1,0,1,5,5,0
STU0264,12,91.3,69.0,Regular attendance,25,1,1,0,1,5,5,0
STU0264,13,91.4,69.5,No significant changes,25,1,1,0,1,5,5,0
STU0264,14,92.1,69.7,Submitted assignment,25,1,1,0,1,5,5,0
STU0264,15,93.4,69.5,Submitted assignment,25,1,1,0,1,5,5,0
STU0265,1,80.9,68.1,Quiet in class,22,0,1,0,1,4,3,0
STU0265,2,80.9,67.4,On-time submission with minor errors,22,0,1,0,1,4,3,0
STU0265,3,81.5,67.0,Standard participation,22,0,1,0,1,4,3,0
STU0265,4,82.5,66.9,Attended but disengaged,22,0,1,0,1,4,3,0
STU0265,5,83.4,66.6,Submitted assignment,22,0,1,0,1,4,3,0
STU0265,6,81.6,66.9,Average performance,22,0,1,0,1,4,3,0
STU0265,7,80.5,66.9,Present but passive,22,0,1,0,1,4,3,0
STU0265,8,81.3,67.2,Present but passive,22,0,1,0,1,4,3,0
STU0265,9,81.3,68.6,No significant changes,22,0,1,0,1,4,3,0
STU0265,10,80.2,68.7,Satisfactory attendance record,22,0,1,0,1,4,3,0
STU0265,11,80.7,69.2,Met the basic requirements,22,0,1,0,1,4,3,0
STU0265,12,80.9,69.2,Quiet in class,22,0,1,0,1,4,3,0
STU0265,13,82.3,70.2,Met the basic requirements,22,0,1,0,1,4,3,0
STU0265,14,81.6,69.6,Met the basic requirements,22,0,1,0,1,4,3,0
STU0265,15,81.2,70.2,Followed instructions,22,0,1,0,1,4,3,0
STU0266,1,66.9,58.6,Completed the quiz,24,0,0,1,1,4,1,1
STU0266,2,62.9,57.1,Regular attendance,24,0,0,1,1,4,1,1
STU0266,3,59.6,56.2,Satisfactory attendance record,24,0,0,1,1,4,1,1
STU0266,4,55.2,55.2,Standard participation,24,0,0,1,1,4,1,1
STU0266,5,55.1,55.1,Adequate performance noted,24,0,0,1,1,4,1,1
STU0266,6,54.2,53.8,Followed instructions,24,0,0,1,1,4,1,1
STU0266,7,49.4,52.3,Sleeping in class,24,0,0,1,1,4,1,1
STU0266,8,47.1,50.7,No homework submitted,24,0,0,1,1,4,1,1
STU0266,9,46.3,48.7,Struggling with concepts,24,0,0,1,1,4,1,1
STU0266,10,43.3,45.5,Missed multiple deadlines,24,0,0,1,1,4,1,1
STU0266,11,39.0,44.6,Needs improvement in discipline,24,0,0,1,1,4,1,1
STU0266,12,38.5,44.6,Absent without leave,24,0,0,1,1,4,1,1
STU0266,13,35.4,41.1,Did not pay attention,24,0,0,1,1,4,1,1
STU0266,14,30.8,39.9,Rude to classmates,24,0,0,1,1,4,1,1
STU0266,15,27.1,36.1,Late submission of assignment,24,0,0,1,1,4,1,1
STU0267,1,30.7,69.1,No homework submitted,21,0,1,0,0,5,3,1
STU0267,2,26.1,68.6,Missed multiple deadlines,21,0,1,0,0,5,3,1
STU0267,3,22.4,65.9,Absent without leave,21,0,1,0,0,5,3,1
STU0267,4,18.0,62.2,Disruptive behavior in class,21,0,1,0,0,5,3,1
STU0267,5,17.9,61.8,Failed the weekly quiz,21,0,1,0,0,5,3,1
STU0267,6,15.7,58.3,Frequently late to class,21,0,1,0,0,5,3,1
STU0267,7,12.9,57.2,Frequently late to class,21,0,1,0,0,5,3,1
STU0267,8,10.1,56.9,Frequently late to class,21,0,1,0,0,5,3,1
STU0267,9,9.3,56.7,Missed multiple deadlines,21,0,1,0,0,5,3,1
STU0267,10,7.4,56.5,Rude to classmates,21,0,1,0,0,5,3,1
STU0267,11,3.3,54.9,Absent without leave,21,0,1,0,0,5,3,1
STU0267,12,0.4,54.7,Late submission of assignment,21,0,1,0,0,5,3,1
STU0267,13,0.0,51.2,Frequently late to class,21,0,1,0,0,5,3,1
STU0267,14,0.0,49.3,No homework submitted,21,0,1,0,0,5,3,1
STU0267,15,0.0,46.6,Declined to participate in activities,21,0,1,0,0,5,3,1
STU0268,1,73.8,49.4,Sleeping in class,25,0,1,1,1,6,4,1
STU0268,2,73.4,47.9,Declined to participate in activities,25,0,1,1,1,6,4,1
STU0268,3,71.0,47.2,Missed multiple deadlines,25,0,1,1,1,6,4,1
STU0268,4,66.5,44.3,Struggling with concepts,25,0,1,1,1,6,4,1
STU0268,5,65.8,41.4,Sleeping in class,25,0,1,1,1,6,4,1
STU0268,6,63.8,39.1,Sleeping in class,25,0,1,1,1,6,4,1
STU0268,7,61.4,37.7,Did not pay attention,25,0,1,1,1,6,4,1
STU0268,8,60.7,35.0,Showed signs of academic distress,25,0,1,1,1,6,4,1
STU0268,9,58.2,32.8,Sleeping in class,25,0,1,1,1,6,4,1
STU0268,10,53.4,32.5,Did not pay attention,25,0,1,1,1,6,4,1
STU0268,11,49.0,31.1,Sleeping in class,25,0,1,1,1,6,4,1
STU0268,12,45.8,29.3,Struggling with concepts,25,0,1,1,1,6,4,1
STU0268,13,41.5,28.7,Absent without leave,25,0,1,1,1,6,4,1
STU0268,14,39.7,25.0,Missed multiple deadlines,25,0,1,1,1,6,4,1
STU0268,15,39.0,23.6,Missed multiple deadlines,25,0,1,1,1,6,4,1
STU0269,1,93.1,91.5,Completed extra credit work,20,0,0,0,1,7,6,0
STU0269,2,91.1,93.2,Excellent presentation skills,20,0,0,0,1,7,6,0
STU0269,3,92.9,94.2,Excellent presentation skills,20,0,0,0,1,7,6,0
STU0269,4,93.7,93.5,Submitted assignment on time,20,0,0,0,1,7,6,0
STU0269,5,93.0,94.9,Perfect attendance this week,20,0,0,0,1,7,6,0
STU0269,6,93.2,94.5,Excellent presentation skills,20,0,0,0,1,7,6,0
STU0269,7,94.5,93.3,Perfect attendance this week,20,0,0,0,1,7,6,0
STU0269,8,95.5,94.1,Submitted assignment on time,20,0,0,0,1,7,6,0
STU0269,9,94.4,94.7,Showed great improvement,20,0,0,0,1,7,6,0
STU0269,10,95.8,96.2,Helped peers with coursework,20,0,0,0,1,7,6,0
STU0269,11,96.6,97.8,Enthusiastic about the topic,20,0,0,0,1,7,6,0
STU0269,12,97.8,97.8,Showed initiative in learning,20,0,0,0,1,7,6,0
STU0269,13,96.1,99.6,Helped peers with coursework,20,0,0,0,1,7,6,0
STU0269,14,97.1,98.8,Helped peers with coursework,20,0,0,0,1,7,6,0
STU0269,15,97.3,97.2,Outstanding project submission,20,0,0,0,1,7,6,0
STU0270,1,48.3,66.4,Frequently late to class,18,0,0,1,1,3,0,1
STU0270,2,45.4,65.1,Sleeping in class,18,0,0,1,1,3,0,1
STU0270,3,44.3,63.3,Needs improvement in discipline,18,0,0,1,1,3,0,1
STU0270,4,39.7,60.8,Needs improvement in discipline,18,0,0,1,1,3,0,1
STU0270,5,39.5,58.8,Absent without leave,18,0,0,1,1,3,0,1
STU0270,6,37.0,57.4,Did not pay attention,18,0,0,1,1,3,0,1
STU0270,7,33.5,54.0,Rude to classmates,18,0,0,1,1,3,0,1
STU0270,8,29.7,50.9,Rude to classmates,18,0,0,1,1,3,0,1
STU0270,9,26.3,48.4,Sleeping in class,18,0,0,1,1,3,0,1
STU0270,10,21.6,45.7,Absent without leave,18,0,0,1,1,3,0,1
STU0270,11,19.7,41.8,No homework submitted,18,0,0,1,1,3,0,1
STU0270,12,15.1,39.9,Struggling with concepts,18,0,0,1,1,3,0,1
STU0270,13,14.7,39.0,Declined to participate in activities,18,0,0,1,1,3,0,1
STU0270,14,11.1,35.3,Incomplete homework,18,0,0,1,1,3,0,1
STU0270,15,9.2,33.9,Needs improvement in discipline,18,0,0,1,1,3,0,1
STU0271,1,64.5,83.6,Standard participation,18,1,1,0,1,5,5,0
STU0271,2,64.3,83.6,Followed instructions,18,1,1,0,1,5,5,0
STU0271,3,63.4,83.9,On-time submission with minor errors,18,1,1,0,1,5,5,0
STU0271,4,65.1,84.5,Regular attendance,18,1,1,0,1,5,5,0
STU0271,5,64.1,83.0,Standard participation,18,1,1,0,1,5,5,0
STU0271,6,64.1,84.6,Met the basic requirements,18,1,1,0,1,5,5,0
STU0271,7,65.5,82.7,Completed the quiz,18,1,1,0,1,5,5,0
STU0271,8,64.8,81.2,Quiet in class,18,1,1,0,1,5,5,0
STU0271,9,66.7,79.5,Followed instructions,18,1,1,0,1,5,5,0
STU0271,10,66.6,77.5,On-time submission with minor errors,18,1,1,0,1,5,5,0
STU0271,11,67.6,78.1,Quiet in class,18,1,1,0,1,5,5,0
STU0271,12,68.7,76.3,Quiet in class,18,1,1,0,1,5,5,0
STU0271,13,67.6,77.8,Completed the quiz,18,1,1,0,1,5,5,0
STU0271,14,69.0,76.7,Followed instructions,18,1,1,0,1,5,5,0
STU0271,15,70.2,78.5,Submitted assignment,18,1,1,0,1,5,5,0
STU0272,1,40.0,83.5,Incomplete homework,20,0,1,0,1,6,3,1
STU0272,2,39.8,81.7,Frequently late to class,20,0,1,0,1,6,3,1
STU0272,3,37.7,81.4,Did not pay attention,20,0,1,0,1,6,3,1
STU0272,4,33.3,78.8,Incomplete homework,20,0,1,0,1,6,3,1
STU0272,5,31.3,75.1,Showed signs of academic distress,20,0,1,0,1,6,3,1
STU0272,6,26.6,74.6,Absent without leave,20,0,1,0,1,6,3,1
STU0272,7,25.8,72.3,Missed multiple deadlines,20,0,1,0,1,6,3,1
STU0272,8,24.8,69.6,Struggling with concepts,20,0,1,0,1,6,3,1
STU0272,9,23.0,68.6,Late submission of assignment,20,0,1,0,1,6,3,1
STU0272,10,18.1,66.0,Needs improvement in discipline,20,0,1,0,1,6,3,1
STU0272,11,16.1,63.7,Failed the weekly quiz,20,0,1,0,1,6,3,1
STU0272,12,15.0,62.5,Frequently late to class,20,0,1,0,1,6,3,1
STU0272,13,11.5,62.5,Absent without leave,20,0,1,0,1,6,3,1
STU0272,14,9.0,62.4,Struggling with concepts,20,0,1,0,1,6,3,1
STU0272,15,5.7,60.1,Absent without leave,20,0,1,0,1,6,3,1
STU0273,1,79.3,71.9,Adequate performance noted,20,1,0,1,1,5,5,0
STU0273,2,80.6,70.5,Quiet in class,20,1,0,1,1,5,5,0
STU0273,3,82.0,69.1,On-time submission with minor errors,20,1,0,1,1,5,5,0
STU0273,4,80.3,69.2,Submitted assignment,20,1,0,1,1,5,5,0
STU0273,5,80.5,68.1,On-time submission with minor errors,20,1,0,1,1,5,5,0
STU0273,6,80.2,68.6,Average performance,20,1,0,1,1,5,5,0
STU0273,7,81.5,68.3,On-time submission with minor errors,20,1,0,1,1,5,5,0
STU0273,8,81.2,69.8,On-time submission with minor errors,20,1,0,1,1,5,5,0
STU0273,9,80.8,68.5,Moderate effort observed,20,1,0,1,1,5,5,0
STU0273,10,82.5,68.1,Completed the quiz,20,1,0,1,1,5,5,0
